test_id,test_timestamp,tool_identifier,tool_name,tool_author,tool_category,test_success,deployment_success,communication_success,available_tools_count,test_duration_seconds,comprehensive_score,github_evaluation_score,sustainability_score,popularity_score,calculation_method
aa101b88-a0e4-4c3a-9dd4-84d711ee62c5,2025-08-26T07:26:24.528227+00:00,https://github.com/RapidoCloud/mcp-force,MCP Force：用于将 Salesforce API 作为 AI 代理工具的 MCP 服务器,rupertbarrowtm,,False,True,False,78,114.338623762131,,,,,
9868d531-aadb-488f-9a1b-90cd1de523bc,2025-08-27T09:39:10.452843+00:00,https://github.com/inkdropapp/mcp-server,Inkdrop MCP 服务器,inkdropapp,,False,True,False,11,70.4162728786469,,,,,
beec4a3b-6baf-46ee-9e93-b8b85517207a,2025-08-26T07:00:09.622726+00:00,https://github.com/TocharianOU/mcp-server-kibana,Kibana MCP 服务器,TocharinOU,,False,True,False,6,124.700417995453,16,,38,13,weighted_average
4449fc61-1edf-4213-95a2-fadeae64acae,2025-08-24T11:32:14.554575+00:00,https://github.com/sylphxltd/pdf-reader-mcp,PDF Reader MCP Server,sylphlab,,False,True,False,0,85.7822890281677,37,,54,27,weighted_average
44b4f0a0-eb5d-4197-837d-072de2952ade,2025-08-24T11:32:28.061534+00:00,https://github.com/upstash/context7,Context7 MCP - 最新代码文档适用于任何提示,upstash,,True,True,True,17,101.329025506973,,,84,94,
d0e8e3d5-3f79-4c11-a564-afd0841edb77,2025-08-26T07:48:34.392045+00:00,https://github.com/landicefu/mcp-client-configuration-server,MCP 客户端配置服务器,landicefu,,False,True,False,6,103.386742830276,,,,,
ef60c877-4e16-4697-8b98-c4d54b0def70,2025-08-26T07:13:06.716335+00:00,https://github.com/geocoding-ai/mcp,地理编码 MCP 服务器,geocoding-ai,,True,True,True,2,131.670608282089,,,,,
2893573f-fbb0-4e1a-a173-37b069de2556,2025-08-26T07:28:27.888714+00:00,https://github.com/elchika-inc/open-crawler-mcp-server,Open Crawler MCP 服务器,elchika-inc,,False,True,False,2,97.5959298610687,,,,,
803fd33c-82fa-4115-a9dd-24d2a26786bd,2025-08-24T11:34:27.815274+00:00,https://github.com/upstash/context7,Context7 MCP - 最新代码文档适用于任何提示,upstash,,True,True,True,7,88.9912421703339,88,,84,94,weighted_average
4b3e58b5-c8bc-4363-ab66-3a7c15ca886a,2025-08-24T11:36:36.492496+00:00,https://github.com/IzumiSy/mcp-duckdb-memory-server,MCP DuckDB 知识图谱内存服务器,IzumiSy,,True,True,True,8,84.9577729701996,,,,,
0ca037c5-ea8e-44fc-87ce-afd303753db0,2025-08-24T11:38:55.701979+00:00,https://github.com/upstash/context7,Context7 MCP - 最新代码文档适用于任何提示,upstash,,False,True,False,0,94.1258659362793,85,,84,94,weighted_average
62836179-66c7-4a68-a7b9-76f6487d43ee,2025-08-26T16:55:39.797467+00:00,https://github.com/ahujasid/blender-mcp,BlenderMCP - Blender 模型上下文协议集成,ahujasid,科研,True,True,True,17,0,,,54,94,
73c2f5d2-91af-4897-89e8-45fa5a01f2ca,2025-08-24T21:38:05.264113+00:00,https://github.com/deerajd/CryptoPriceTracker-MCP,MCP 加密货币价格追踪服务器,deerajd,,True,True,True,1,106.472943782806,42,,15,13,weighted_average
281df9bf-7e85-40f7-92eb-a5f7a738c42d,2025-08-24T22:34:36.809411+00:00,https://github.com/upstash/context7,Context7 MCP - 最新代码文档适用于任何提示,upstash,,False,True,False,0,105.427713394165,82,,84,94,weighted_average
2c42a8b6-2066-4508-92e9-b50da6020300,2025-08-26T07:04:11.657102+00:00,https://github.com/f-is-h/mcp-easy-copy,MCP 轻松复制,f-is-h,,True,True,True,1,63.8470377922058,48,,34,13,weighted_average
8cd1c547-f141-4309-88cc-5a28b600ae53,2025-08-24T22:47:39.117369+00:00,https://github.com/upstash/context7,Context7 MCP - 最新代码文档适用于任何提示,upstash,,False,True,False,0,98.9484374523163,80,,84,94,weighted_average
4b97bb7a-c1ac-4144-974d-69489b396b34,2025-08-24T22:53:30.145045+00:00,https://github.com/upstash/context7,Context7 MCP - 最新代码文档适用于任何提示,upstash,,True,True,True,0,67.4688999652863,81,,84,94,weighted_average
b3483ca5-6702-4cc0-bf4b-b97b73056e18,2025-08-24T23:01:27.797212+00:00,https://github.com/upstash/context7,Context7 MCP - 最新代码文档适用于任何提示,upstash,,True,True,True,0,54.6600623130798,82,,84,94,weighted_average
1f0d989c-184d-4a4f-b293-7de45b794477,2025-08-26T07:00:18.435954+00:00,https://github.com/andredezzy/deep-directory-tree-mcp,Deep Directory Tree MCP,andredezzy,,True,True,True,1,109.323160648346,45,,23,13,weighted_average
10e5d3ed-63af-45e9-9f63-a31da6ae0cdb,2025-08-24T23:19:48.787259+00:00,https://github.com/ahujasid/blender-mcp,BlenderMCP - Blender 模型上下文协议集成,ahujasid,,False,True,False,0,88.673668384552,49,,54,94,weighted_average
aa3e7292-1807-4624-a559-2dc68c29857f,2025-08-26T07:00:17.205307+00:00,https://github.com/brianveltman/sonatype-mcp,Sonatype MCP 服务器,brianveltman,,True,True,True,17,110.418208360672,44,,19,13,weighted_average
2833139e-fc01-490a-b7a9-1f4f00223ff9,2025-08-24T23:22:00.352898+00:00,https://github.com/elevenlabs/elevenlabs-mcp,ElevenLabs MCP 服务器,elevenlabs,,False,True,False,0,76.4189627170563,26,,22,57,weighted_average
47c6c193-1b97-416e-b4af-89f0bfb57804,2025-08-26T04:39:52.028754+00:00,https://github.com/ahujasid/blender-mcp,BlenderMCP - Blender 模型上下文协议集成,ahujasid,科技,True,True,True,0,9.33462905883789,66,,54,94,weighted_average
2bff9789-302a-4448-84d0-3b9384a1938c,2025-08-26T02:22:27.104354+00:00,https://github.com/reetp14/openalex-mcp,OpenAlex MCP 服务器,reetp14,科研,False,True,False,11,129.433119773865,10,,19,13,weighted_average
5d9d7bdd-d86c-49a8-9ad1-cf55f7270113,2025-08-26T07:00:21.701169+00:00,https://github.com/upstash/context7,Context7 MCP - 最新代码文档适用于任何提示,upstash,,True,True,True,2,150.563655614853,,,,,
06ad0b00-022b-453d-9565-7b76c804920f,2025-08-26T02:23:44.167489+00:00,https://github.com/heyjustinai/prompt-ops-mcp,Prompt Ops MCP,heyjustinai,科技,False,True,False,1,49.6359939575195,9,,15,13,weighted_average
be743f95-71cd-4b0d-bb60-7f8845882f84,2025-08-26T07:48:38.383945+00:00,https://github.com/crunchloop/mcp-devcontainers,mcp-devcontainers,crunchloop,,True,True,True,3,113.080451250076,47,,30,13,weighted_average
4f96b656-e71b-4d78-8311-fde1e6b09b4b,2025-08-26T02:49:53.538613+00:00,https://github.com/reetp14/openalex-mcp,OpenAlex MCP 服务器,reetp14,科研,False,True,False,11,632.846142053604,10,,19,13,weighted_average
ec42c3ad-63c5-45ef-9da6-a3875046c411,2025-08-26T06:50:20.901236+00:00,https://github.com/Justar96/memory-pickle-mcp,Memory Pickle MCP,Justar96,,True,True,True,13,104.046334981918,,,,,
b08aa6dd-5ee6-4194-b4b0-4864ac10bcf2,2025-08-26T07:00:26.112717+00:00,https://github.com/upstash/context7,Context7 MCP - 最新代码文档适用于任何提示,upstash,,True,True,True,2,187.302216529846,87,,84,94,weighted_average
a60e9ba6-4e90-4ec8-9ef2-c88057cb9dc4,2025-08-26T02:52:29.98574+00:00,https://github.com/heyjustinai/prompt-ops-mcp,Prompt Ops MCP,heyjustinai,科技,True,True,True,1,128.297269105911,26,,15,13,weighted_average
271da949-3284-4fc0-bce0-804fa4bf12c9,2025-08-26T03:34:44.352871+00:00,https://github.com/heyjustinai/prompt-ops-mcp,Prompt Ops MCP,heyjustinai,科技,False,True,False,1,61.5119452476501,20,,15,13,weighted_average
c5950567-3056-4d05-a74c-f32b4cb16462,2025-08-26T04:16:06.543661+00:00,https://github.com/noopstudios/interactive-feedback-mcp,交互反馈 MCP,noopstudios,科研,False,True,False,0,128.89569234848,30,,34,57,weighted_average
ea730547-daac-4549-9401-5fc37dd3ca16,2025-08-26T04:23:22.373227+00:00,https://github.com/shaneholloman/mcp-knowledge-graph,mcp-knowledge-graph,shaneholloman,科普,True,True,True,9,8.47518658638,56,,22,48,weighted_average
e6103155-7d1e-4581-9cdb-b4a87b0975d6,2025-08-26T07:00:30.357611+00:00,https://github.com/Malove86/mcp-mysql-server,mcp-mysql-server,malove86,,False,True,False,4,116.870604038239,,,,,
0116c80c-4212-4bac-b73c-ae56ac5d8e97,2025-08-26T04:28:55.421829+00:00,https://github.com/CheMiguel23/MemoryMesh,MemoryMesh,CheMiguel23,科普,False,True,False,44,155.232373714447,20,,34,27,weighted_average
f9d20ac6-b94a-4093-a64e-3aa97f642464,2025-08-26T07:49:47.678617+00:00,https://github.com/hyperdrive-eng/mcp-nodejs-debugger,MCP Node.js 调试器,hyperdrive-eng,,False,True,False,13,137.519656419754,,,,,
3eedd3f8-0fcf-4457-9156-4ef9ba0f4d89,2025-08-26T04:30:18.292907+00:00,https://github.com/BRO3886/mcp-memory-custom,Memory Custom,BRO3886,科普,False,True,False,10,198.97106552124,14,,30,13,weighted_average
0d1e3bd5-9bf1-49ac-9226-bff3de08f497,2025-08-27T09:39:41.455307+00:00,https://github.com/zhiwei5576/excel-mcp-server,Excel MCP Server,zhiwei5576,,False,True,False,8,79.8779125213623,,,,,
78ca6a26-9eb3-4bb9-a92f-688a05d79d91,2025-08-26T07:03:48.554814+00:00,https://github.com/andredezzy/deep-directory-tree-mcp,Deep Directory Tree MCP,andredezzy,,True,True,True,1,104.146106719971,45,,23,13,weighted_average
af02548a-57ec-4a75-97a3-adeb638549f3,2025-08-26T07:00:30.965646+00:00,https://github.com/CartographAI/atlas-docs-mcp,Atlas Docs MCP 服务器,CartographAI,,False,True,False,5,126.826252937317,14,,30,13,weighted_average
cc46a6ae-7704-4b1a-af0e-baf51ddeb805,2025-08-26T04:34:40.712337+00:00,https://github.com/ywwAHU/mcp-scholarly,mcp-scholarly MCP 服务器,ywwAHU,科研,False,True,False,0,120.507939815521,10,,19,13,weighted_average
3f6cb987-19a9-4a9d-8d5b-fa1f2230c8eb,2025-08-26T07:00:34.661259+00:00,https://github.com/Atomzzm/mcp-mysql-server,@f4ww4z/mcp-mysql-server,f4ww4z,,False,True,False,5,103.80198431015,,,,,
245b8e78-8332-4c4b-b5bd-de42043bb443,2025-08-26T04:34:51.122158+00:00,https://github.com/hassansaadfr/log-reader-mcp,Log Reader Mcp,hassansaadfr,科技,False,True,False,1,93.8715698719025,24,,59,13,weighted_average
7cd6802b-97c6-40aa-a5ae-8b7f66bca6fd,2025-08-26T06:55:56.499699+00:00,https://github.com/CartographAI/atlas-docs-mcp,Atlas Docs MCP 服务器,CartographAI,,False,True,False,5,110.191395998001,,,,,
75d99f04-ea93-42a4-b2e8-1c788c114e85,2025-08-26T07:50:09.625869+00:00,https://github.com/upstash/context7,Context7 MCP - 最新代码文档适用于任何提示,upstash,,True,True,True,2,129.26882982254,,,,,
1283fe00-ea2d-43d1-8f17-2a370c65c577,2025-08-26T04:37:04.423274+00:00,https://github.com/hassansaadfr/log-reader-mcp,Log Reader Mcp,hassansaadfr,科技,False,True,False,1,59.9139232635498,24,,59,13,weighted_average
70fe6780-fae6-4652-99a9-0d788d098eb3,2025-08-30T13:04:50.05705+00:00,https://github.com/Yorick-Ryu/md2docx-mcp,md2doc - Markdown 转换为 DOCX MCP 服务器,yorick-ryu,,False,True,False,2,85.104499578476,,,,,
e1225ef7-fc6c-4232-9916-6759965bb797,2025-08-26T04:38:33.902579+00:00,https://github.com/noopstudios/interactive-feedback-mcp,交互反馈 MCP,noopstudios,科研,False,True,False,0,94.1644456386566,30,,34,57,weighted_average
66e22154-257a-45fc-95bb-5931018e9608,2025-08-26T06:55:59.452719+00:00,https://github.com/zhiwei5576/excel-mcp-server,Excel MCP Server,zhiwei5576,,False,True,False,8,114.776995420456,,,,,
e3dae24f-6bbd-4746-b98b-929737bbbcae,2025-08-26T07:00:44.955737+00:00,https://github.com/usama-dtc/salesforce_mcp,Salesforce MCP服务器,surajadsul02,,True,True,True,7,85.130234003067,44,,19,13,weighted_average
c333714c-39a0-4c93-b0d4-932c27c371e8,2025-08-26T07:00:43.020269+00:00,https://github.com/StatelyCloud/statelydb-mcp-server,StatelyDB MCP 服务器,StatelyCloud,,False,True,False,6,97.3977386951447,18,,42,13,weighted_average
9f68a9f6-8877-4027-92c0-4618db5af857,2025-08-26T04:42:11.885822+00:00,https://github.com/microsoft/playwright-mcp,Playwright MCP,Microsoft Corporation,科技,True,True,True,21,8.45957708358765,96,,97,94,weighted_average
12f259d5-aba8-4448-8c3c-db591f250d9b,2025-08-26T07:29:39.232581+00:00,https://github.com/upstash/context7,Context7 MCP - 最新代码文档适用于任何提示,upstash,,True,True,True,2,155.040562868118,,,,,
eed02bb6-1665-4bbd-be3f-31a66c36e60a,2025-08-26T04:42:32.709156+00:00,https://github.com/hridaya423/memory-mcp,Memory Server MCP,hridaya423,科技,True,True,True,12,6.39025235176086,42,,15,13,weighted_average
ed72a750-c035-4c57-9a07-7b2969927c98,2025-08-26T04:44:31.015925+00:00,https://github.com/IzumiSy/mcp-duckdb-memory-server,MCP DuckDB 知识图谱内存服务器,IzumiSy,科普,False,True,False,8,59.6203753948212,38,,54,13,weighted_average
fb7380bb-fe39-471e-86f2-3e1509059c97,2025-08-26T06:56:42.25495+00:00,https://github.com/CartographAI/atlas-docs-mcp,Atlas Docs MCP 服务器,CartographAI,,False,True,False,5,112.551949501038,,,,,
8826b253-2c2f-4991-9082-b9a369c473a2,2025-08-26T07:51:04.919252+00:00,https://github.com/hanweiit007/mcp-hotnews-server,HotNews MCP 服务器,hanweiit007,,False,True,False,1,110.238660812378,,,,,
caa28ae5-08e0-4c50-ab5a-27014935602b,2025-08-26T07:00:47.020796+00:00,https://github.com/daitasu/postgres-mcp,PostgreSQL MCP 服务器,daitasu,,False,True,False,3,114.356506586075,16,,35,13,weighted_average
f9fad6fc-d98b-4b7d-bab4-859543053349,2025-08-26T04:47:53.511041+00:00,https://github.com/n-r-w/knowledgegraph-mcp,KnowledgeGraph MCP 服务器,n-r-w,科普,False,True,False,11,64.1208584308624,30,,78,13,weighted_average
d2f12f7b-3d73-4b90-af4d-5367c180b741,2025-08-26T06:58:23.867754+00:00,https://github.com/Malove86/mcp-mysql-server,mcp-mysql-server,malove86,,False,True,False,4,110.40358877182,,,,,
ca74cdd9-96d8-4ed5-bae2-5626911b6bd5,2025-08-30T13:06:29.729193+00:00,https://github.com/Yorick-Ryu/md2docx-mcp,md2doc - Markdown 转换为 DOCX MCP 服务器,yorick-ryu,,False,True,False,2,84.4182739257812,,,,,
354fa68d-6a77-476d-9b99-966eb61b9ba7,2025-08-26T07:52:31.6765+00:00,https://github.com/RapidoCloud/mcp-force,MCP Force：用于将 Salesforce API 作为 AI 代理工具的 MCP 服务器,rupertbarrowtm,,False,True,False,78,132.634541511536,,,,,
4b7409df-6b53-4017-b8b8-3a596adc0267,2025-08-26T04:48:16.691782+00:00,https://github.com/microsoft/playwright-mcp,Playwright MCP,Microsoft Corporation,科技,True,True,True,21,47.4951512813568,96,,97,94,weighted_average
a012203e-d227-479f-885e-1dddf7f9cb45,2025-08-26T07:00:48.997185+00:00,https://github.com/Limecooler/yt-video-info,YouTube 信息 MCP 服务器,Limecooler,,False,True,False,1,101.512517929077,12,,23,13,weighted_average
1718cfbc-b99a-4517-8cb5-ccbe8963e0ef,2025-08-26T04:48:58.699491+00:00,https://github.com/yodakeisuke/mcp-memory-domain-knowledge,知识图谱内存服务器,yodakeisuke,科普,False,True,False,9,57.2130565643311,5,,3,13,weighted_average
07590eb1-856c-4c6f-944c-37822e325a50,2025-08-26T07:13:34.61484+00:00,https://github.com/upstash/context7,Context7 MCP - 最新代码文档适用于任何提示,upstash,,True,True,True,2,164.408246278763,,,,,
78324a77-d15a-4dca-8a61-b7edc408ab32,2025-08-29T23:58:39.405637+00:00,https://github.com/hassansaadfr/log-reader-mcp,Log Reader Mcp,hassansaadfr,,True,True,True,1,78.2149388790131,40,,59,13,weighted_average
a7ce7955-eea9-4013-a12e-d24b3460e916,2025-08-26T04:50:37.484867+00:00,https://github.com/hridaya423/memory-mcp,Memory Server MCP,hridaya423,科技,False,True,False,12,123.78635430336,26,,15,13,weighted_average
90fdeb60-8bf6-42a8-89f3-dc130de11d58,2025-08-26T07:00:51.124789+00:00,https://github.com/hanweiit007/mcp-hotnews-server,HotNews MCP 服务器,hanweiit007,,False,True,False,1,114.277485370636,16,,35,13,weighted_average
8676c0bb-af69-4d49-b8d2-7faa4062fd95,2025-08-26T04:51:06.727935+00:00,https://github.com/shaneholloman/mcp-knowledge-graph,mcp-knowledge-graph,shaneholloman,科普,False,True,False,9,94.6579308509827,40,,22,48,weighted_average
d9ba1dc1-dddb-45b5-87b9-0024156843fc,2025-08-26T06:58:24.233493+00:00,https://github.com/kajidog/mcp-tts-voicevox,MCP TTS VOICEVOX,kajidog,,False,True,False,6,117.866227149963,,,,,
558dcc6c-6564-4e11-b824-7081235f058a,2025-08-26T07:01:12.633802+00:00,https://github.com/infinitum-nihil/claude10-everything-server,Everything MCP Server,infinitum-nihil,,True,True,True,11,109.63232588768,,,,,
3dd238c2-56b6-4b0c-812c-d023dee65931,2025-08-26T04:52:20.325201+00:00,https://github.com/inkdropapp/mcp-server,Inkdrop MCP 服务器,inkdropapp,科普,False,True,False,11,46.4596135616302,10,,19,13,weighted_average
076ea0c3-5e47-4353-8ed0-f177164a7019,2025-08-26T09:13:01.643101+00:00,https://github.com/dwain-barnes/mcp-server-environment-agency,环境署洪水监测 MCP 服务器,Dwain Barnes,,False,True,False,11,27.6053421497345,16,,35,13,weighted_average
84323d95-fd48-42ef-a63e-6ac6f6bd06f0,2025-08-26T04:52:21.856911+00:00,https://github.com/dwain-barnes/mcp-server-environment-agency,环境署洪水监测 MCP 服务器,Dwain Barnes,科技,False,True,False,11,82.98845744133,16,,35,13,weighted_average
7a343760-560d-455a-b6a9-d2a9e5284bf0,2025-08-26T06:58:44.333514+00:00,https://github.com/dillip285/mcp-terminal,MCP 终端服务器,dillip285,,True,True,True,1,93.4772956371307,,,,,
0abf1a98-68e7-4b6d-bf95-860f8be28444,2025-08-26T07:04:07.255429+00:00,https://github.com/infinitum-nihil/claude10-everything-server,Everything MCP Server,infinitum-nihil,,True,True,True,11,103.65814948082,,,,,
feb0e614-eb80-45fd-8777-4f45392cbd12,2025-08-26T07:52:49.375767+00:00,https://github.com/Octodet/keycloak-mcp,Octodet Keycloak MCP Server,Octodet,,False,True,False,7,133.745710372925,18,,42,13,weighted_average
01d367dd-250d-4aec-8340-b6885ee073cd,2025-08-26T04:52:48.035189+00:00,https://github.com/tanliulei/mcp-test,MCP 测试项目,tanliulei,科技,True,True,True,21,21.2138996124268,42,,15,13,weighted_average
811e662e-01dd-4233-915a-8ce82cadf22a,2025-08-26T07:01:20.789293+00:00,https://github.com/Justar96/memory-pickle-mcp,Memory Pickle MCP,Justar96,,True,True,True,13,103.96625995636,59,,66,13,weighted_average
3a3032d0-f446-4267-a5a7-f8f3dafe2317,2025-08-26T04:53:54.713715+00:00,https://github.com/reetp14/openalex-mcp,OpenAlex MCP 服务器,reetp14,科研,False,True,False,11,604.236139059067,10,,19,13,weighted_average
178783bd-9410-4e46-a8b3-d9f736cc6bbe,2025-08-26T06:58:51.979634+00:00,https://github.com/devabdultech/hn-mcp,Hacker News MCP 服务器,devabdultech,,True,True,True,9,117.826274871826,,,,,
eedcf2c2-cbec-40a5-9979-53de01608eee,2025-08-30T00:20:41.963724+00:00,https://github.com/lite/iterm-mcp,iterm-mcp,lite,,False,True,False,3,104.099568128586,18,,42,13,weighted_average
6ff43b4b-e22d-4e3a-9a0a-e514b523adc6,2025-08-26T04:54:44.107682+00:00,https://github.com/yzfly/Arxiv-Paper-MCP,ArXiv 论文 MCP,yzfly,科研,True,True,True,4,25.1820924282074,44,,19,13,weighted_average
2903e9e6-6c28-4262-8c40-1bfdcd45231c,2025-08-26T07:01:25.187005+00:00,https://github.com/upstash/context7,Context7 MCP - 最新代码文档适用于任何提示,upstash,,True,True,True,2,149.149118900299,88,,84,94,weighted_average
349439a6-8adb-4b44-a21c-634213c6f2ec,2025-08-26T04:55:05.990302+00:00,https://github.com/brianveltman/sonatype-mcp,Sonatype MCP 服务器,brianveltman,科技,True,True,True,17,20.8213443756104,44,,19,13,weighted_average
7849499d-eeba-4b09-9b1b-e3c13f5d05c2,2025-08-26T06:59:04.406863+00:00,https://github.com/peragus-dev/model-enhancement-servers,认知增强 MCP 服务器,waldzellai,,True,True,True,1,105.995760679245,,,,,
7db6d436-1496-4496-945f-c0e5cfc25f7c,2025-08-26T22:21:44.015254+00:00,https://github.com/upstash/context7,Context7 MCP - 最新代码文档适用于任何提示,upstash,,True,True,True,2,125.162537097931,89,,84,94,weighted_average
92d37287-604c-45d0-81c9-3b72da692f7b,2025-08-26T04:55:30.67954+00:00,https://github.com/benedict2310/Scientific-Papers-MCP,科学论文采集器 MCP 服务器,futurelab-studio,科研,False,True,False,6,22.1272647380829,28,,71,13,weighted_average
95bd0202-efad-495b-91b4-b25d5b9a0488,2025-08-26T07:02:28.508311+00:00,https://github.com/geocoding-ai/mcp,地理编码 MCP 服务器,geocoding-ai,,True,True,True,2,133.709192991257,54,,50,13,weighted_average
fd08ed16-45e2-43f1-8845-3779703004f4,2025-08-26T04:56:33.338092+00:00,https://github.com/PhialsBasement/mcp-webresearch-stealthified,MCP网页研究服务器,mzxrai,科研,True,True,True,3,56.647036075592,40,,7,13,weighted_average
c31201b5-f24c-4c3a-ab12-02de9fd53b1f,2025-08-26T07:19:14.955785+00:00,https://github.com/hanweiit007/mcp-hotnews-server,HotNews MCP 服务器,hanweiit007,,False,True,False,1,99.0737588405609,,,,,
fdad4dcc-4976-4534-867f-2fe8f20bf049,2025-08-26T04:55:49.261923+00:00,https://github.com/ysocrius/Talk-to-Figma-Cursor,Cursor 与 Figma 的 MCP 通信,ysocrius,科技,True,True,True,38,23.1094164848328,,,35,13,
79d244c3-d15a-4607-aa14-57b1f68b2fa7,2025-08-26T07:53:50.750263+00:00,https://github.com/yincongcyincong/VictoriaMetrics-mcp-server,VictoriaMetrics MCP 服务器,yincongcyincong,,False,True,False,6,133.574365615845,12,,26,13,weighted_average
21468f0e-72ca-422f-bdd8-76b6f8e9b41a,2025-08-26T04:57:14.403277+00:00,https://github.com/aaronsb/think-strategies,思维策略 MCP 服务器,aaronsb,科技,False,True,False,3,23.385541677475,18,,42,13,weighted_average
0b6b6066-a1cf-4c8a-af89-576f3f62fbaf,2025-08-26T07:02:35.173099+00:00,https://github.com/kajidog/mcp-tts-voicevox,MCP TTS VOICEVOX,kajidog,,False,True,False,6,130.254880428314,28,,74,13,weighted_average
d5a85eb1-675f-45d9-8745-d11f6df04047,2025-08-26T07:05:41.440994+00:00,https://github.com/arrow2nd/vv-mcp,vv-mcp,arrow2nd,,True,True,True,4,98.7106630802155,,,,,
